0.1 0
0.1 0
0.1 0
0.1 0
60.1 0
120.1 59
180.1 1
240.1 1
300.1 1
360.1 2
420.1 2
480.1 1
540.1 1
600.1 1
660.1 1
720.1 1
780.1 1
840.1 1
900.1 1
960.1 1
1020.1 1
1080.1 1
1140.1 1
1200.1 1
1260.1 1
1320.1 1
1380.1 1
1440.1 1
1500.1 1
1560.1 1
1620.1 1
1680.1 1
1740.1 1
1800.1 1
1860.1 1
1920.1 1
1980.1 1
2040.1 1
2100.1 1
2160.1 1
2220.1 0
2280.1 1
2340.1 1
2400.1 1
2460.1 1
2520.1 1
2580.1 1
2640.1 1
2700.1 1
2760.1 1
2820.1 1
2880.1 1
2940.1 1
3000.1 1
3060.1 1
3120.1 1
3180.1 1
3240.1 1
3300.1 1
3360.1 1
3420.1 1
3480.1 1
3540.1 1
